"23","61","5","2930","2017-07-25 19:00:00","2017-07-28 19:00:00","2"
"24","62","3","9146","2018-04-10 01:00:00","2018-04-11 01:00:00","1"
"24","63","3","5247","2018-04-11 01:00:00","2018-04-16 01:00:00","2"
"24","64","3","5164","2018-04-16 01:00:00","2018-04-19 01:00:00","3"
"24","65","3","33","2018-04-19 01:00:00","2018-04-24 01:00:00","4"
"25","66","1","1461","2017-08-27 12:00:00","2017-08-31 12:00:00","1"
"25","67","1","6440","2017-08-31 12:00:00","2017-09-03 12:00:00","2"
"26","68","4","7170","2018-08-05 22:00:00","2018-08-09 22:00:00","1"
"27","69","2","3418","2018-01-19 02:00:00","2018-01-20 02:00:00","1"
"27","70","2","3959","2018-01-20 02:00:00","2018-01-23 02:00:00","2"
"28","71","3","10077","2018-06-06 04:00:00","2018-06-08 04:00:00","1"
"28","72","3","132","2018-06-08 04:00:00","2018-06-12 04:00:00","2"
"29","73","3","8475","2018-01-29 14:00:00","2018-02-03 14:00:00","1"
"29","74","3","5145","2018-02-03 14:00:00","2018-02-06 14:00:00","2"
"29","75","3","4207","2018-02-06 14:00:00","2018-02-10 14:00:00","3"
"29","76","3","4672","2018-02-10 14:00:00","2018-02-12 14:00:00","4"
"29","77","3","1031","2018-02-12 14:00:00","2018-02-16 14:00:00","5"
"30","78","2","5840","2018-01-06 20:00:00","2018-01-10 20:00:00","1"
"30","79","2","3418","2018-01-10 20:00:00","2018-01-11 20:00:00","2"
"30","80","2","3735","2018-01-11 20:00:00","2018-01-15 20:00:00","3"
"31","81","4","962","2017-04-23 01:00:00","2017-04-27 01:00:00","1"
"32","82","1","1929","2017-02-19 04:00:00","2017-02-24 04:00:00","1"
"32","83","1","3816","2017-02-24 04:00:00","2017-02-26 04:00:00","2"
"32","84","1","2243","2017-02-26 04:00:00","2017-03-01 04:00:00","3"
"32","85","1","1501","2017-03-01 04:00:00","2017-03-05 04:00:00","4"
"33","86","3","367","2017-07-07 02:00:00","2017-07-10 02:00:00","1"
"33","87","3","4930","2017-07-10 02:00:00","2017-07-15 02:00:00","2"
"33","88","3","3555","2017-07-15 02:00:00","2017-07-20 02:00:00","3"
"33","89","3","6605","2017-07-20 02:00:00","2017-07-24 02:00:00","4"
"33","90","3","980","2017-07-24 02:00:00","2017-07-29 02:00:00","5"
"34","91","3","290","2017-03-04 07:00:00","2017-03-05 07:00:00","1"
"34","92","3","2096","2017-03-05 07:00:00","2017-03-09 07:00:00","2"
"34","93","3","9311","2017-03-09 07:00:00","2017-03-12 07:00:00","3"
"34","94","3","10061","2017-03-12 07:00:00","2017-03-13 07:00:00","4"
"35","95","3","2132","2018-08-02 16:00:00","2018-08-04 16:00:00","1"
"35","96","3","378","2018-08-04 16:00:00","2018-08-08 16:00:00","2"
"35","97","3","3454","2018-08-08 16:00:00","2018-08-11 16:00:00","3"
"35","98","3","2071","2018-08-11 16:00:00","2018-08-16 16:00:00","4"
"35","99","3","2765","2018-08-16 16:00:00","2018-08-19 16:00:00","5"
"36","100","3","3789","2018-11-26 11:00:00","2018-11-27 11:00:00","1"
"37","101","2","8169","2017-04-09 05:00:00","2017-04-14 05:00:00","1"
"37","102","2","9468","2017-04-14 05:00:00","2017-04-15 05:00:00","2"
"38","103","2","430","2017-02-26 15:00:00","2017-03-01 15:00:00","1"
"38","104","2","2565","2017-03-01 15:00:00","2017-03-02 15:00:00","2"
"39","105","4","9582","2017-06-09 11:00:00","2017-06-10 11:00:00","1"
"39","106","4","3205","2017-06-10 11:00:00","2017-06-13 11:00:00","2"
"40","107","4","5123","2017-06-14 22:00:00","2017-06-19 22:00:00","1"
"41","108","2","5711","2017-08-28 11:00:00","2017-08-30 11:00:00","1"
"41","109","2","3763","2017-08-30 11:00:00","2017-09-02 11:00:00","2"
"41","110","2","2308","2017-09-02 11:00:00","2017-09-05 11:00:00","3"
"41","111","2","6211","2017-09-05 11:00:00","2017-09-07 11:00:00","4"
"42","112","2","5722","2017-04-10 21:00:00","2017-04-13 21:00:00","1"
"43","113","4","9068","2017-06-08 21:00:00","2017-06-09 21:00:00","1"
"43","114","4","3646","2017-06-09 21:00:00","2017-06-11 21:00:00","2"
"43","115","4","3316","2017-06-11 21:00:00","2017-06-16 21:00:00","3"
"43","116","4","1032","2017-06-16 21:00:00","2017-06-21 21:00:00","4"
"43","117","4","1382","2017-06-21 21:00:00","2017-06-26 21:00:00","5"
"44","118","3","8509","2017-03-17 12:00:00","2017-03-18 12:00:00","1"
"45","119","2","8207","2017-09-10 12:00:00","2017-09-11 12:00:00","1"
"45","120","2","4647","2017-09-11 12:00:00","2017-09-13 12:00:00","2"
"46","121","5","1702","2018-07-08 01:00:00","2018-07-11 01:00:00","1"
"46","122","5","3737","2018-07-11 01:00:00","2018-07-13 01:00:00","2"
"47","123","2","2573","2017-06-19 11:00:00","2017-06-20 11:00:00","1"
"48","124","1","2473","2017-07-10 15:00:00","2017-07-14 15:00:00","1"
"48","125","1","8663","2017-07-14 15:00:00","2017-07-19 15:00:00","2"
"49","126","4","7062","2017-11-10 18:00:00","2017-11-11 18:00:00","1"
"49","127","4","1280","2017-11-11 18:00:00","2017-11-16 18:00:00","2"
"49","128","4","9190","2017-11-16 18:00:00","2017-11-19 18:00:00","3"
"49","129","4","2009","2017-11-19 18:00:00","2017-11-22 18:00:00","4"
"49","130","4","6128","2017-11-22 18:00:00","2017-11-26 18:00:00","5"
"50","131","3","6367","2017-04-18 20:00:00","2017-04-22 20:00:00","1"
"50","132","3","2853","2017-04-22 20:00:00","2017-04-25 20:00:00","2"
"51","133","1","6606","2017-05-21 19:00:00","2017-05-25 19:00:00","1"
"52","134","5","2170","2018-10-09 12:00:00","2018-10-10 12:00:00","1"
"53","135","3","8654","2018-02-01 16:00:00","2018-02-05 16:00:00","1"
"53","136","3","10033","2018-02-05 16:00:00","2018-02-10 16:00:00","2"
"53","137","3","10078","2018-02-10 16:00:00","2018-02-14 16:00:00","3"
"53","138","3","9292","2018-02-14 16:00:00","2018-02-17 16:00:00","4"
"53","139","3","3999","2018-02-17 16:00:00","2018-02-19 16:00:00","5"
"54","140","4","5441","2017-08-18 04:00:00","2017-08-23 04:00:00","1"
"55","141","2","1220","2017-11-20 09:00:00","2017-11-23 09:00:00","1"
"56","142","3","2239","2017-07-29 08:00:00","2017-08-02 08:00:00","1"
"56","143","3","4608","2017-08-02 08:00:00","2017-08-03 08:00:00","2"
"56","144","3","6980","2017-08-03 08:00:00","2017-08-04 08:00:00","3"
"56","145","3","5319","2017-08-04 08:00:00","2017-08-08 08:00:00","4"
"57","146","3","9490","2017-08-01 09:00:00","2017-08-06 09:00:00","1"
"57","147","3","3225","2017-08-06 09:00:00","2017-08-08 09:00:00","2"
"58","148","3","4403","2018-09-19 01:00:00","2018-09-24 01:00:00","1"
"58","149","3","2118","2018-09-24 01:00:00","2018-09-25 01:00:00","2"
"58","150","3","1285","2018-09-25 01:00:00","2018-09-28 01:00:00","3"
"58","151","3","3065","2018-09-28 01:00:00","2018-10-03 01:00:00","4"
"58","152","3","7493","2018-10-03 01:00:00","2018-10-05 01:00:00","5"
"59","153","1","6544","2017-04-09 14:00:00","2017-04-12 14:00:00","1"
"59","154","1","6942","2017-04-12 14:00:00","2017-04-17 14:00:00","2"
"59","155","1","3149","2017-04-17 14:00:00","2017-04-20 14:00:00","3"
"59","156","1","7401","2017-04-20 14:00:00","2017-04-21 14:00:00","4"
"60","157","3","3445","2017-08-07 03:00:00","2017-08-12 03:00:00","1"
"60","158","3","4997","2017-08-12 03:00:00","2017-08-16 03:00:00","2"
"61","159","5","4235","2018-10-07 11:00:00","2018-10-11 11:00:00","1"
"61","160","5","4507","2018-10-11 11:00:00","2018-10-16 11:00:00","2"
"61","161","5","7621","2018-10-16 11:00:00","2018-10-17 11:00:00","3"
"62","162","5","7604","2017-01-06 17:00:00","2017-01-09 17:00:00","1"
"62","163","5","9708","2017-01-09 17:00:00","2017-01-10 17:00:00","2"
"62","164","5","6354","2017-01-10 17:00:00","2017-01-15 17:00:00","3"
"63","165","1","7083","2017-03-11 01:00:00","2017-03-15 01:00:00","1"
"63","166","1","4879","2017-03-15 01:00:00","2017-03-20 01:00:00","2"
"63","167","1","10296","2017-03-20 01:00:00","2017-03-22 01:00:00","3"
"64","168","1","2493","2017-07-28 11:00:00","2017-08-02 11:00:00","1"
"64","169","1","9761","2017-08-02 11:00:00","2017-08-03 11:00:00","2"
"64","170","1","1560","2017-08-03 11:00:00","2017-08-07 11:00:00","3"
"64","171","1","9583","2017-08-07 11:00:00","2017-08-08 11:00:00","4"
"65","172","1","4937","2017-12-01 15:00:00","2017-12-03 15:00:00","1"
"66","173","2","4187","2017-06-10 05:00:00","2017-06-12 05:00:00","1"
"66","174","2","1573","2017-06-12 05:00:00","2017-06-13 05:00:00","2"
"66","175","2","2705","2017-06-13 05:00:00","2017-06-17 05:00:00","3"
"66","176","2","883","2017-06-17 05:00:00","2017-06-20 05:00:00","4"
"67","177","1","2263","2018-10-21 21:00:00","2018-10-23 21:00:00","1"
"67","178","1","8072","2018-10-23 21:00:00","2018-10-28 21:00:00","2"
"67","179","1","10175","2018-10-28 21:00:00","2018-10-30 21:00:00","3"
"68","180","2","1648","2018-01-24 03:00:00","2018-01-29 03:00:00","1"
"68","181","2","1188","2018-01-29 03:00:00","2018-01-31 03:00:00","2"
"68","182","2","4912","2018-01-31 03:00:00","2018-02-05 03:00:00","3"
"68","183","2","4635","2018-02-05 03:00:00","2018-02-10 03:00:00","4"
"68","184","2","2255","2018-02-10 03:00:00","2018-02-12 03:00:00","5"
"69","185","1","8727","2017-03-14 10:00:00","2017-03-19 10:00:00","1"
"69","186","1","9040","2017-03-19 10:00:00","2017-03-24 10:00:00","2"
"70","187","1","854","2018-01-07 05:00:00","2018-01-10 05:00:00","1"
"71","188","1","9657","2018-08-28 02:00:00","2018-08-29 02:00:00","1"
"71","189","1","7497","2018-08-29 02:00:00","2018-09-02 02:00:00","2"
"72","190","3","9470","2017-04-02 16:00:00","2017-04-04 16:00:00","1"
"72","191","3","120","2017-04-04 16:00:00","2017-04-05 16:00:00","2"
"73","192","2","6397","2017-07-28 22:00:00","2017-07-29 22:00:00","1"
"73","193","2","2466","2017-07-29 22:00:00","2017-08-03 22:00:00","2"
"74","194","1","1153","2017-02-06 21:00:00","2017-02-11 21:00:00","1"
"75","195","2","4420","2018-12-08 03:00:00","2018-12-13 03:00:00","1"
"75","196","2","8995","2018-12-13 03:00:00","2018-12-18 03:00:00","2"
"75","197","2","675","2018-12-18 03:00:00","2018-12-19 03:00:00","3"
"75","198","2","5133","2018-12-19 03:00:00","2018-12-23 03:00:00","4"
"75","199","2","1349","2018-12-23 03:00:00","2018-12-24 03:00:00","5"
"76","200","3","5184","2017-11-17 10:00:00","2017-11-22 10:00:00","1"
"76","201","3","4850","2017-11-22 10:00:00","2017-11-26 10:00:00","2"
"76","202","3","7729","2017-11-26 10:00:00","2017-11-29 10:00:00","3"
"76","203","3","848","2017-11-29 10:00:00","2017-12-04 10:00:00","4"
"77","204","4","1217","2017-07-12 05:00:00","2017-07-13 05:00:00","1"
"78","205","1","6719","2017-05-11 04:00:00","2017-05-16 04:00:00","1"
"79","206","5","4753","2018-02-05 12:00:00","2018-02-09 12:00:00","1"
"80","207","3","8266","2018-03-25 12:00:00","2018-03-26 12:00:00","1"
"80","208","3","3912","2018-03-26 12:00:00","2018-03-30 12:00:00","2"
"81","209","5","7607","2018-10-14 08:00:00","2018-10-19 08:00:00","1"
"82","210","3","7026","2017-09-16 18:00:00","2017-09-17 18:00:00","1"
"82","211","3","6454","2017-09-17 18:00:00","2017-09-19 18:00:00","2"
"82","212","3","6202","2017-09-19 18:00:00","2017-09-22 18:00:00","3"
"82","213","3","5542","2017-09-22 18:00:00","2017-09-23 18:00:00","4"
"83","214","3","3808","2018-01-20 15:00:00","2018-01-24 15:00:00","1"
"83","215","3","10097","2018-01-24 15:00:00","2018-01-27 15:00:00","2"
"83","216","3","868","2018-01-27 15:00:00","2018-01-29 15:00:00","3"
"83","217","3","119","2018-01-29 15:00:00","2018-02-01 15:00:00","4"
"84","218","4","9989","2018-09-06 01:00:00","2018-09-10 01:00:00","1"
"84","219","4","4451","2018-09-10 01:00:00","2018-09-11 01:00:00","2"
"84","220","4","4695","2018-09-11 01:00:00","2018-09-12 01:00:00","3"
"85","221","5","1948","2017-01-05 15:00:00","2017-01-08 15:00:00","1"
"85","222","5","1314","2017-01-08 15:00:00","2017-01-09 15:00:00","2"
"85","223","5","6800","2017-01-09 15:00:00","2017-01-13 15:00:00","3"
"85","224","5","1323","2017-01-13 15:00:00","2017-01-18 15:00:00","4"
"85","225","5","4125","2017-01-18 15:00:00","2017-01-23 15:00:00","5"
"86","226","3","7062","2018-08-19 22:00:00","2018-08-20 22:00:00","1"
"86","227","3","1064","2018-08-20 22:00:00","2018-08-22 22:00:00","2"
"86","228","3","7971","2018-08-22 22:00:00","2018-08-23 22:00:00","3"
"87","229","4","5364","2017-01-12 16:00:00","2017-01-17 16:00:00","1"
"87","230","4","9423","2017-01-17 16:00:00","2017-01-20 16:00:00","2"
"88","231","3","8102","2018-06-06 02:00:00","2018-06-09 02:00:00","1"
"89","232","1","441","2017-01-29 19:00:00","2017-02-02 19:00:00","1"
"90","233","1","1672","2018-07-27 02:00:00","2018-07-29 02:00:00","1"
"91","234","4","3153","2017-10-23 08:00:00","2017-10-24 08:00:00","1"
"91","235","4","9458","2017-10-24 08:00:00","2017-10-25 08:00:00","2"
"92","236","3","8432","2017-02-26 07:00:00","2017-03-01 07:00:00","1"
"92","237","3","7525","2017-03-01 07:00:00","2017-03-05 07:00:00","2"
"93","238","3","4491","2018-07-08 12:00:00","2018-07-12 12:00:00","1"
"93","239","3","3007","2018-07-12 12:00:00","2018-07-17 12:00:00","2"
"93","240","3","4156","2018-07-17 12:00:00","2018-07-19 12:00:00","3"
"94","241","2","8850","2018-03-12 10:00:00","2018-03-13 10:00:00","1"
"94","242","2","7067","2018-03-13 10:00:00","2018-03-18 10:00:00","2"
"94","243","2","8694","2018-03-18 10:00:00","2018-03-22 10:00:00","3"
"95","244","2","9088","2017-11-04 20:00:00","2017-11-05 20:00:00","1"
"96","245","5","5456","2017-01-11 09:00:00","2017-01-14 09:00:00","1"
"96","246","5","5768","2017-01-14 09:00:00","2017-01-18 09:00:00","2"
"96","247","5","2707","2017-01-18 09:00:00","2017-01-20 09:00:00","3"
"96","248","5","5205","2017-01-20 09:00:00","2017-01-21 09:00:00","4"
"97","249","1","8070","2018-08-12 18:00:00","2018-08-17 18:00:00","1"
"97","250","1","2213","2018-08-17 18:00:00","2018-08-21 18:00:00","2"
"97","251","1","7753","2018-08-21 18:00:00","2018-08-24 18:00:00","3"
"98","252","3","1287","2018-07-12 23:00:00","2018-07-14 23:00:00","1"
"99","253","4","2129","2017-07-10 20:00:00","2017-07-13 20:00:00","1"
"99","254","4","9137","2017-07-13 20:00:00","2017-07-17 20:00:00","2"
"99","255","4","5317","2017-07-17 20:00:00","2017-07-18 20:00:00","3"
"100","256","1","1674","2018-11-24 07:00:00","2018-11-26 07:00:00","1"
"100","257","1","4499","2018-11-26 07:00:00","2018-12-01 07:00:00","2"
"101","258","1","9831","2018-03-21 22:00:00","2018-03-23 22:00:00","1"
"102","259","1","2385","2017-04-15 13:00:00","2017-04-16 13:00:00","1"
"102","260","1","5682","2017-04-16 13:00:00","2017-04-21 13:00:00","2"
"102","261","1","2102","2017-04-21 13:00:00","2017-04-26 13:00:00","3"
"103","262","4","1005","2017-05-09 14:00:00","2017-05-14 14:00:00","1"
"104","263","1","6591","2017-11-07 11:00:00","2017-11-11 11:00:00","1"
"104","264","1","5453","2017-11-11 11:00:00","2017-11-13 11:00:00","2"
"104","265","1","9861","2017-11-13 11:00:00","2017-11-15 11:00:00","3"
"105","266","2","9027","2017-02-13 13:00:00","2017-02-17 13:00:00","1"
"105","267","2","4405","2017-02-17 13:00:00","2017-02-20 13:00:00","2"
"105","268","2","8595","2017-02-20 13:00:00","2017-02-23 13:00:00","3"
"105","269","2","1248","2017-02-23 13:00:00","2017-02-28 13:00:00","4"
"106","270","4","390","2017-10-12 08:00:00","2017-10-17 08:00:00","1"
"106","271","4","4899","2017-10-17 08:00:00","2017-10-18 08:00:00","2"
"106","272","4","1260","2017-10-18 08:00:00","2017-10-23 08:00:00","3"
"106","273","4","5720","2017-10-23 08:00:00","2017-10-28 08:00:00","4"
"106","274","4","8122","2017-10-28 08:00:00","2017-10-29 08:00:00","5"
"107","275","1","7422","2018-09-11 18:00:00","2018-09-14 18:00:00","1"
"107","276","1","996","2018-09-14 18:00:00","2018-09-16 18:00:00","2"
"107","277","1","6016","2018-09-16 18:00:00","2018-09-21 18:00:00","3"
"107","278","1","5316","2018-09-21 18:00:00","2018-09-23 18:00:00","4"
"108","279","1","5721","2018-09-03 07:00:00","2018-09-04 07:00:00","1"
"108","280","1","8520","2018-09-04 07:00:00","2018-09-09 07:00:00","2"
"109","281","4","8391","2018-06-05 14:00:00","2018-06-09 14:00:00","1"
"110","282","1","5112","2017-05-10 20:00:00","2017-05-14 20:00:00","1"
"110","283","1","8955","2017-05-14 20:00:00","2017-05-18 20:00:00","2"
"111","284","1","934","2018-09-15 06:00:00","2018-09-20 06:00:00","1"
"112","285","2","143","2017-02-01 21:00:00","2017-02-03 21:00:00","1"
"112","286","2","2287","2017-02-03 21:00:00","2017-02-06 21:00:00","2"
"112","287","2","7423","2017-02-06 21:00:00","2017-02-10 21:00:00","3"
"113","288","3","2340","2018-06-24 06:00:00","2018-06-29 06:00:00","1"
"113","289","3","5095","2018-06-29 06:00:00","2018-07-03 06:00:00","2"
"114","290","4","6607","2018-07-02 09:00:00","2018-07-07 09:00:00","1"
"114","291","4","2404","2018-07-07 09:00:00","2018-07-12 09:00:00","2"
"114","292","4","1710","2018-07-12 09:00:00","2018-07-14 09:00:00","3"
"115","293","4","4772","2017-12-10 08:00:00","2017-12-11 08:00:00","1"
"115","294","4","3682","2017-12-11 08:00:00","2017-12-13 08:00:00","2"
"115","295","4","2009","2017-12-13 08:00:00","2017-12-14 08:00:00","3"
"116","296","2","8091","2017-05-24 01:00:00","2017-05-29 01:00:00","1"
"116","297","2","8966","2017-05-29 01:00:00","2017-06-02 01:00:00","2"
"117","298","1","2338","2018-06-12 20:00:00","2018-06-15 20:00:00","1"
"117","299","1","3576","2018-06-15 20:00:00","2018-06-19 20:00:00","2"
"117","300","1","7505","2018-06-19 20:00:00","2018-06-24 20:00:00","3"
"117","301","1","5623","2018-06-24 20:00:00","2018-06-28 20:00:00","4"
"118","302","5","1120","2017-09-14 12:00:00","2017-09-19 12:00:00","1"
"118","303","5","4097","2017-09-19 12:00:00","2017-09-20 12:00:00","2"
"119","304","4","8871","2017-05-15 17:00:00","2017-05-19 17:00:00","1"
"120","305","1","7930","2017-06-08 10:00:00","2017-06-12 10:00:00","1"
"120","306","1","243","2017-06-12 10:00:00","2017-06-13 10:00:00","2"
"120","307","1","6000","2017-06-13 10:00:00","2017-06-14 10:00:00","3"
"120","308","1","2515","2017-06-14 10:00:00","2017-06-15 10:00:00","4"
"120","309","1","1139","2017-06-15 10:00:00","2017-06-19 10:00:00","5"
"121","310","3","386","2017-08-17 10:00:00","2017-08-20 10:00:00","1"
"122","311","5","2147","2017-06-18 01:00:00","2017-06-19 01:00:00","1"
"122","312","5","5374","2017-06-19 01:00:00","2017-06-24 01:00:00","2"
"122","313","5","9719","2017-06-24 01:00:00","2017-06-27 01:00:00","3"
"122","314","5","9556","2017-06-27 01:00:00","2017-06-28 01:00:00","4"
"122","315","5","7859","2017-06-28 01:00:00","2017-07-02 01:00:00","5"
"123","316","2","4297","2017-08-25 14:00:00","2017-08-26 14:00:00","1"
"124","317","4","1581","2018-05-10 06:00:00","2018-05-12 06:00:00","1"
"124","318","4","8331","2018-05-12 06:00:00","2018-05-15 06:00:00","2"
"124","319","4","1296","2018-05-15 06:00:00","2018-05-16 06:00:00","3"
"125","320","4","9411","2018-06-02 17:00:00","2018-06-07 17:00:00","1"
"126","321","3","4613","2018-02-04 19:00:00","2018-02-06 19:00:00","1"
"127","322","1","4619","2017-01-06 20:00:00","2017-01-11 20:00:00","1"
"127","323","1","2453","2017-01-11 20:00:00","2017-01-12 20:00:00","2"
"127","324","1","5073","2017-01-12 20:00:00","2017-01-17 20:00:00","3"
"127","325","1","9840","2017-01-17 20:00:00","2017-01-19 20:00:00","4"
"127","326","1","1283","2017-01-19 20:00:00","2017-01-22 20:00:00","5"
"128","327","2","2166","2017-09-17 03:00:00","2017-09-22 03:00:00","1"
"128","328","2","4444","2017-09-22 03:00:00","2017-09-26 03:00:00","2"
"129","329","2","5405","2018-09-15 09:00:00","2018-09-20 09:00:00","1"
"130","330","4","5188","2017-09-17 04:00:00","2017-09-20 04:00:00","1"
"131","331","4","7064","2017-10-22 07:00:00","2017-10-24 07:00:00","1"
"131","332","4","6588","2017-10-24 07:00:00","2017-10-26 07:00:00","2"
"132","333","1","9099","2017-11-03 06:00:00","2017-11-08 06:00:00","1"
"133","334","4","7016","2018-07-14 18:00:00","2018-07-16 18:00:00","1"
"133","335","4","8709","2018-07-16 18:00:00","2018-07-21 18:00:00","2"
"133","336","4","2128","2018-07-21 18:00:00","2018-07-23 18:00:00","3"
"133","337","4","6515","2018-07-23 18:00:00","2018-07-25 18:00:00","4"
"133","338","4","7813","2018-07-25 18:00:00","2018-07-29 18:00:00","5"
"134","339","2","5215","2017-11-22 11:00:00","2017-11-26 11:00:00","1"
"135","340","2","915","2018-10-28 21:00:00","2018-10-30 21:00:00","1"
"136","341","4","9607","2018-01-07 03:00:00","2018-01-12 03:00:00","1"
"136","342","4","9770","2018-01-12 03:00:00","2018-01-15 03:00:00","2"
"136","343","4","5362","2018-01-15 03:00:00","2018-01-17 03:00:00","3"
"136","344","4","2890","2018-01-17 03:00:00","2018-01-18 03:00:00","4"
"137","345","1","3632","2018-08-12 09:00:00","2018-08-16 09:00:00","1"
"137","346","1","7284","2018-08-16 09:00:00","2018-08-21 09:00:00","2"
"137","347","1","10189","2018-08-21 09:00:00","2018-08-25 09:00:00","3"
"137","348","1","5848","2018-08-25 09:00:00","2018-08-30 09:00:00","4"
"137","349","1","4095","2018-08-30 09:00:00","2018-08-31 09:00:00","5"
"138","350","1","9315","2017-11-13 14:00:00","2017-11-14 14:00:00","1"
"138","351","1","8286","2017-11-14 14:00:00","2017-11-16 14:00:00","2"
"138","352","1","5559","2017-11-16 14:00:00","2017-11-20 14:00:00","3"
"138","353","1","4830","2017-11-20 14:00:00","2017-11-24 14:00:00","4"
"139","354","2","4217","2017-04-11 20:00:00","2017-04-14 20:00:00","1"
"139","355","2","8699","2017-04-14 20:00:00","2017-04-19 20:00:00","2"
"139","356","2","2084","2017-04-19 20:00:00","2017-04-23 20:00:00","3"
"140","357","5","6571","2018-12-13 05:00:00","2018-12-18 05:00:00","1"
"140","358","5","6868","2018-12-18 05:00:00","2018-12-20 05:00:00","2"
"140","359","5","5708","2018-12-20 05:00:00","2018-12-24 05:00:00","3"
