"그닐라네","XK","42.4635206","21.4694011","ChIJHbmH_iiNVBMRBacGnYpbtAo","그닐라네","42.4883922","21.4904294","42.4352242","21.4339912","4d46413a514f722237f491949aae853c252c4de6"
"Lipljan","XK","42.52576029999999","21.1225078","ChIJjXu7w_KCVBMRddkntVjFBoQ","Lipljan","42.5404794","21.1393219","42.5083918","21.1059612","aaa274cf0b9c929833a9e20b9eea9dc3aef6f66d"
"Obilić","XK","42.6869167","21.0670387","ChIJ5XF2u0lgUxMR1kiMD-kP0Yc","Obilić","42.705122","21.1019352","42.66739800000001","21.0498934","f7dfa3361c07d81758d69a1fe4adc3919b8ab55e"
"자코비차","XK","42.3844104","20.4285021","ChIJGTw-IwCuUxMRJjZwok9u7fI","자코비차","42.4216702","20.4688474","42.3625401","20.3845839","35ebfe023cc0ae3fec1ff91fb0e0c4e04fda2687"
"프리슈티나","XK","42.6629138","21.1655028","ChIJJwkRBeaeVBMRWrleON-_ZZM","프리슈티나","42.7031946","21.2087364","42.6295656","21.1087182","36039d826c80b1a19bd338045725d4a6e801add1"
"Desan","XK","42.5403276","20.2883251","ChIJe0eSGwVVUhMRPztzGtPTl38","Desan","42.5526551","20.3111556","42.521121","20.2777243","535f462792ca17c2e7994dd648d02ddba8d786c9"
"Istog","XK","42.7819633","20.4911026","ChIJIyJz3roZUxMRx234BAhxYBg","Istog","42.7887872","20.5100904","42.7698456","20.4744503","f186b60f7861d2952215921c77cd761aa0628b21"
"Elez Han","XK","42.148901","21.2979167","ChIJ01Y8GuNtVBMRl_FUJfor0rc","Elez Han","42.1567369","21.3044042","42.1398246","21.2926638","cee0c0513593051877b12e1f466e831b3261c66b"
"Junik","XK","42.47620269999999","20.2775059","ChIJ9VpGc6JTUhMRWcZ8s1TtyVw","Junik","42.4867883","20.2884759","42.4647083","20.2633247","c8e0de8240966f664ad68864be2c6800e2d7a6fb"
"Klokot","XK","42.36900230000001","21.3709578","ChIJB4atyPaJVBMR3gZgvrbYWFA","Klokot","42.38254120000001","21.3828817","42.3645532","21.3679585","9812faa2fdf52194f73e4f5a09b812e56efbcf97"
"Mamushë","XK","42.3273306","20.7226764","ChIJw7PqVeWXUxMRbmtEeVLCLpc","Mamushë","42.338511","20.7324038","42.3133449","20.7133283","54adae8698fe580de75831c9dba76c0126bac42b"
"Partesh","XK","42.4008473","21.4332317","ChIJIYcFsw6LVBMRhbZAvhS2ACg","Partesh","42.4088271","21.4428536","42.3951289","21.4234689","e11b0b0d5e2eb7e80a542184dffdd7fe2d8b82de"
"Ranillug","XK","42.4922477","21.5985177","ChIJuZuxsEHuVBMRUWtbXpFlgGk","Ranillug","42.49670649999999","21.603792","42.4827124","21.5903681","0200ddee34cb88b46af6083caef1c220b0b278c4"
"페리자이","XK","42.3701844","21.1483281","ChIJcc3aLF1-VBMRtehXQWAaDuw","페리자이","42.3877703","21.1883796","42.34516","21.1080591","075ba2eb54b98b599e6efcb2a752fd72233002d3"
"Zveçan","XK","42.91076349999999","20.8386377","ChIJzRp7iIhFUxMRaZj0Z7v86DU","Zveçan","42.9204189","20.8503145","42.8951101","20.8209413","cb644716abec8f4b02af56227ac9aff539703bda"
"Suva Reka","XK","42.362461","20.8319248","ChIJ7167YsqbUxMR1956IORTE3o","Suva Reka","42.3695019","20.8558959","42.3509548","20.8066587","6910db04cb3cf1d2a0a3baeceeafe18673b6debb"
"Glogovac","XK","42.6210627","20.8905019","ChIJ69It3ZFvUxMRS4YB10CX7k4","Glogovac","42.6454813","20.9109687","42.6145789","20.8719035","4a5dc58e490f4385ce063df3e5d38016ebeb3e01"
"Mitrovica","XK","42.8913909","20.8659995","ChIJIbp5NgZFUxMR4mjodeAPTMI","Mitrovica","42.9017941","20.8871673","42.853845","20.8233205","7c8e5afb9d3fb3f5adc7bcbeb95bbe4f8ebe6d73"
"Skenderaj","XK","42.74756439999999","20.789152","ChIJNWBiVzpqUxMRyIsZD83MIUY","Skenderaj","42.759554","20.8081511","42.7304787","20.7783159","9102a65c73bf0b7055f1ec7c2b7d529f06e45565"
"Novo Brdo","XK","42.6088372","21.440567","ChIJ05qHHfyUVBMRQz4nDkq3LC4","Novo Brdo","42.6176505","21.446665","42.601989","21.4178807","91544037aead0c168f689b319d3bd8f088055016"
"Gračanica","XK","42.6014008","21.1918761","ChIJIeM7Y4ybVBMRNRAvsQ3DOSI","Gračanica","42.6113951","21.218393","42.5904622","21.1735324","f264ca93befce23984092417bcf15a24c9561e6b"
"롱위에아르비엔","XR","78.22317220000001","15.6267229","ChIJ31dFT9hSnEUR7JVkocqyhto","스발바르 얀마옌 제도 롱위에아르비엔","78.2522963","15.7220368","78.1984382","15.3938198","6cc8e3c2440913822502ded13bba8987926527ca"
"사나","YE","15.3694451","44.1910066","ChIJMfeERtXbAxYRc6yCFHqVa6Q","예멘 사나","15.5113795","44.28496579999999","15.2547096","44.1375954","384e4fc96be5290ec8b581f853bc39d7c47c32c6"
"마리브","YE","15.4700312","45.3228575","ChIJJ9oN_403_z0Rmd5EFcFQuG8","예멘 마리브","15.4981702","45.3470603","15.4511678","45.2984496","f53f0f00cafd34bdd82b363ee2eafddd80536459"
"Algabin","YE","14.6773627","43.5799151","ChIJ_zxJxg29BBYRscsiOiwHaFo","Algabin, 예멘","14.7350424","43.7523651","14.5782672","43.4770203","4773b29f1ee83df17ab3aa6df386144eabdf752e"
"Hajjah","YE","15.7030403","43.6039301","ChIJbY09z8qlBhYRhTuWeVZX16s","Hajjah, 예멘","15.7125376","43.616066","15.6834521","43.5831928","1d0505cc40e0f0f8311699506e09523be9563a8c"
"호데이다","YE","14.7909118","42.9708838","ChIJe6OrY-M7BRYRorjxR5NV6no","예멘 호데이다","14.8447708","43.0109927","14.7352909","42.9183161","f6355e8cbefc38cc5c2179e37087bbfbb7bcd8ae"
"Lahich","YE","40.8463482","48.3868634","ChIJa74ig1DEOUAR4vw5kvJKnVQ","Lahich, 아제르바이잔","40.8548512","48.3994531","40.84017770000001","48.3740902","3b5037d388bf5fd6bf9f71fe4120445546c8bcd7"
"Al Mahwit","YE","15.4687838","43.5462744","ChIJTZkcvKkQBBYRsj9b5p9kwgI","Al Mahwit, 예멘","15.4772559","43.5557272","15.4602981","43.528948","b1d2eb1ce83ae3090ba048560314d0432c31b73c"
"타이즈","YE","13.5775886","44.0177989","ChIJu3L2_SppHBYRiDBg-cJmB4A","예멘 타이즈","13.6208889","44.0759468","13.5456484","43.9554032","5b2921f986da0f313c150421e6a5525af1b2aa6f"
"Sadah","YE","17.0559323","55.0672551","ChIJSSa9kuMZ0z0RvAKkasS0D1g","Sadah, 오만","17.0608464","55.07366889999999","17.0477583","55.06268249999999","a4e09a4e05680bb9d275430d1b002dbee6fe4427"
"Ad Dali","YE","13.7032564","44.7334536","ChIJf_C-PqhzHRYRmw8sQs24z5c","Ad Dali, 예멘","13.7195688","44.7446966","13.6921764","44.7181321","94582f5615d2b55d2dd837f205890489dbded243"
"Seiyun","YE","15.9495431","48.8095665","ChIJKVnlRTah5j0RAP14CFbxuZw","Seiyun, 예멘","15.977214","48.8381767","15.9019789","48.762989","3b48584dc009ba372d1cdd45336237fea8e35f40"
"Bayda","YE","35.1255343","35.9492482","ChIJRz8QG1DgIxURWSZi3VRCX9o","Bayda, 시리아","35.1324217","35.9551619","35.1175918","35.9407425","0ffc0b806f7aee97a38ca36eb1567b99cef9ea8a"
"Zinjibar","YE","13.1350213","45.3886399","ChIJM1Ww7gF09j0RnyZ6pUkxkjQ","Zinjibar, 예멘","13.1492152","45.3978677","13.1221358","45.3694425","ae18942775023d8054a2b7442012d308a713b02d"
"Ataq","YE","14.5295644","46.83012739999999","ChIJp1jXeOV_8D0RhX7igbPVbt4","Ataq, 예멘","14.5627486","46.8728437","14.4849797","46.7964603","44a48f910de2c22600d159c73609e51c6968c6a4"
"Al Ghaydah","YE","16.2060497","52.1806128","ChIJgyVzjnH62j0RDEO2pw65-6g","Al Ghaydah, 예멘","16.2386639","52.215843","16.1893","52.1603266","a4d8137b53899082f624a4251a090011c2d0c194"
"Sayhut","YE","15.2110438","51.2500919","ChIJL1F5oLBdwz0Rxnisr_1165U","Sayhut, 예멘","15.2223035","51.2595496","15.2021688","51.23662909999999","6e56566496e63ce092a1d2b6aaf6383ad1fcdee6"
"무칼라","YE","14.5404328","49.127197","ChIJJ8hC2CXk6D0Rw8aEPkfFF0w","예멘 무칼라","14.5661241","49.1466698","14.5233442","49.095462","28b31ef827679497410ec68ba0ff5bbb1344e6a1"
"Al Hazm","YE","23.5553089","57.4768692","ChIJaXOBq1kljD4RUBva0sidfq4","Al Hazm, 오만","23.5635938","57.4911975","23.5419567","57.46840949999999","ce99651bf35739e03ca30887a04cc78da7482bcc"
"Zabid","YE","14.2004314","43.3222227","ChIJqX7XdBYYGxYRgjWEF-njh-c","Zabid, 예멘","14.214883","43.3319664","14.1870916","43.308363","a0e2430eac430503b14e8bf1ae273f8909233bad"
"아덴","YE","12.7854969","45.0186548","ChIJL8JeUdYcHhYR6W9pI8OzX5Q","예멘 아덴","12.8697836","45.0626126","12.7507991","44.9685216","c5719f4452662e99ae3a104af211056fd30721f7"
"하디부","YE","12.6501267","54.0189684","ChIJKTwkeSCctj0RQbvfGW74SZ0","예멘 하디부","12.6597219","54.0342734","12.6396709","54.0068932","f0b845de48f8744cc6e71d80a1cad0c3dba5f1ac"
"Ash Shihr","YE","14.7634494","49.6044141","ChIJn2_0s6BG6D0RaKBn-Edtr2w","Ash Shihr, 예멘","14.7831764","49.6369915","14.7447408","49.5771834","1f4bf5c421efa0637ab9d4736ea9f0640640b152"
"Dzaoudzi","YT","-12.7852641","45.25834","ChIJddIGf_8UCiIRSVjWF1NRf8M","Dzaoudzi, 마요트","-12.7788729","45.2658924","-12.7896013","45.25287729999999","cc121d15c30ec178b175bf0e7977871ad186085f"
"프레토리아","ZA","-25.7478676","28.2292712","ChIJM1DGvpxhlR4RTHuEerBiYvY","남아프리카 공화국 프레토리아","-25.6015299","28.44532","-25.91577","27.950581","01660c73cc211a9bf01b8c5a70edb61d452d5820"
"Lebowakgomo","ZA","-24.3109609","29.4753119","ChIJ7aP8ofEmwR4RryVtLqMirPQ","Lebowakgomo, 남아프리카 공화국","-24.283779","29.5600529","-24.380934","29.44477699999999","19883d48577a302cc3c8277e484cf4e6befedb17"
"포체프스트롬","ZA","-26.7145297","27.0970475","ChIJg3Q_pnqHlh4RXURlCihUsns","남아프리카 공화국 포체프스트롬","-26.53588","27.1943109","-26.820291","26.8903089","0c730c07fffd101d68b9ad17316fb479cfaec88f"
"Graaff-Reinet","ZA","-32.2547052","24.5480227","ChIJxYIexTKSfR4RgV-CIOUzSpM","Graaff-Reinet, 남아프리카 공화국","-32.1694448","24.676912","-32.328281","24.4628279","3eb5eb11d97c4a150a7d546c2478b4d8cb8fdf26"
"러스텐버그","ZA","-25.6544483","27.255854","ChIJlcqNcfsLvh4R3Ltu2Z06Oyo","남아프리카 공화국 러스텐버그","-25.5796369","27.330641","-25.7182641","27.1764329","0ef761e7f368617de2e6747ff3af3152922c7c9a"
"브랜드포트","ZA","-28.6882962","26.4547962","ChIJx9DiNnzSkR4RWdQqlBkjayU","남아프리카 공화국 브랜드포트","-28.636326","26.5117861","-28.727936","26.42029","cb1f8dfa8194728d7f022289ff176d2d43c7107e"
"브라이헤이드","ZA","-27.7654196","30.792458","ChIJLwookZou7h4RKJzaxrgPoxU","남아프리카 공화국 브라이헤이드","-27.7308119","30.8615531","-27.8096961","30.7509979","0fdb3f2c0b2220e41ed0095571ee482b90d9ab7e"
"베르니깅","ZA","-26.5969312","27.9014654","ChIJZa1zgYH3lB4RWERzITTQiQc","남아프리카 공화국 베르니깅","-26.49045","28.02492","-26.725444","27.8276979","d10ba9c7b595208ef905b07917803b71e5ba85d8"
"브리츠","ZA","-25.6099895","27.7959713","ChIJq57wMv4zvh4RfuRmZE9m-zQ","남아프리카 공화국 브리츠","-25.4477689","27.909437","-25.653927","27.760119","048dc4f4d1b55e2daba0a4758c11e33e4d312440"
"베들레햄","ZA","31.7053821","35.2024425","ChIJZw3IrmXYAhUR-PG65D0hxPU","베들레햄","31.7148744","35.2184499","31.6958888","35.1864351","2acb34ee537867e8e08012d848a4571ff30a06a2"
"피터즈버그","ZA","-23.8961708","29.4486263","ChIJezCDEUDYxh4R902OsdTdIKc","남아프리카 공화국 피터즈버그","-23.825905","29.56242589999999","-23.9976478","29.3397869","7f8a797525a69326976b4cb2393d23de1425bbfe"
"스프링복","ZA","-29.6654618","17.8880075","ChIJU1Tt6HV4ORwRiYn5ZnqUecM","남아프리카 공화국 8240 스프링복","-29.6117058","17.928501","-29.7035848","17.8446251","ac2af4381c2b8617a8e366d543d7af6f647dd00e"
"토호얀두","ZA","-22.878541","30.4818446","ChIJewlydCzHxR4RInHy2Ery1dU","남아프리카 공화국 토호얀두","-22.76958","30.7094189","-23.07826","30.2716709","5ece9c8e5e67c08d5f5f420a3595f2c7e674d874"
"피터마리츠버그","ZA","-29.6006068","30.3794118","ChIJMwKXmti99h4RzXCr0febEtg","남아프리카 공화국 피터마리츠버그","-29.5328008","30.4498899","-29.7277701","30.2520681","441b8663e1e40f2da04d2dc21b59cf99475bf983"
"Pofadder","ZA","-29.19510189999999","19.4021154","ChIJDwofv3Q3OxwRutHrRZExvRQ","Pofadder, 남아프리카 공화국","-29.0690498","19.4757399","-29.250372","19.3304369","6ba3c68660376bb2cf0440c8248cfcf670051181"
"카나본","ZA","-24.884","113.661","ChIJRwD_yDLB4ysRwBF6JDj2AAU","오스트레일리아 6701 웨스턴오스트레일리아 주 카나본","-24.8676209","113.6846894","-24.8958027","113.6533882","8f0498e2bcfe623aa78fe1e5c17dd66d502eaa9f"
"크론스타트","ZA","-27.6372514","27.2323367","ChIJ0Y-wt1vhkx4Rbhw_i-guOdc","남아프리카 공화국 크론스타트","-27.582764","27.288423","-27.7074579","27.1448209","04d211f106e3711bf6eb5b7cc2a2f2b8ff9d2046"
"알렉산더 베이","ZA","-28.6073653","16.4847619","ChIJEctlBuCcQBwRQwPZSr0vQIY","남아프리카 공화국 알렉산더 베이","-28.5904758","16.5001788","-28.6217286","16.4746107","2e60e19dfaf8dc5a55e34626d407bd2a771b50c9"
"Bloemhof","ZA","-27.6263257","25.5799503","ChIJpZh2bWH_mR4RiRX-YxqHKrg","Bloemhof, 남아프리카 공화국","-27.6041368","25.6374721","-27.682301","25.548826","4d233a15a2f2cfac66155bc5ea2092df349c3372"
"허머너스","ZA","-34.4092004","19.2504436","ChIJ1005JgELzh0RC86f9m76atI","남아프리카 공화국 7200 허머너스","-34.3960459","19.3026718","-34.437794","19.201054","ac70c5e7abf5abe42dd544d3cd03ebc31f4208d8"
"베달","ZA","-26.4578664","29.466654","ChIJ-2mBkEOg6x4RRjd1Hujck5E","남아프리카 공화국 베달","-26.41857","29.4950278","-26.5147648","29.4128441","173f5c7accd8f142114003160c3c9e6d56a2346d"
"어핑턴","ZA","-28.3952677","21.2368084","ChIJvYaozENTIRwRpCUZa6FWrzU","남아프리카 공화국 어핑턴","-28.262197","21.340124","-28.608755","21.07691","a3612113bcd62198d73ef332dcd5d4409271d265"
"Tzaneen","ZA","-23.8319853","30.1358346","ChIJOeiHss-pxh4RYdJwF1kHelg","Tzaneen, 남아프리카 공화국","-23.73579","30.2185609","-23.894035","30.0725938","83377cdf99a916d08b8afa0425a5bc241fb4fc69"
"Vanrhynsdorp","ZA","-31.60923649999999","18.7452466","ChIJkdXhret-MRwRyLdz4gGAM84","Vanrhynsdorp, 8170 남아프리카 공화국","-31.5910569","18.7602358","-31.6221221","18.7257209","8a3606b93fb2ec58e5b0b8f21bbfc910289965a2"
"무시나","ZA","-22.3812506","30.0318547","ChIJ98BLCz-xyB4RSZL8UJmsYds","남아프리카 공화국 무시나","-22.317909","30.108736","-22.426147","29.9667799","db76a44b7deb6d1a79a013445de687cefe93cf9a"
"킴벌리","ZA","-28.7282384","24.7499112","ChIJKXnnYtAamx4R_4nrfaMoJo8","남아프리카 공화국 킴벌리","-28.6421968","24.810152","-28.80555499999999","24.636261","2e235e74bc14ee0b56a6bde10146e5127ed86e72"
"다반","ZA","-29.85868039999999","31.0218404","ChIJt2G8AQCq9x4RgW6qxEZVp8w","남아프리카 공화국 다반","-29.7799069","31.0600959","-29.9168518","30.9248291","4b575017b69af16766e37125e650d8128843cc0c"
"클럭스도프","ZA","-26.8598225","26.6317514","ChIJpfLOiOvwlh4RNksVo3JagFs","남아프리카 공화국 클럭스도프","-26.7864591","26.741377","-26.920355","26.544907","1d7fa3fe3bd16f7fb40f49ba09c77d59fa4524b0"
"벨콤","ZA","-28.0045655","26.7732162","ChIJg52lRroMkR4RFfgXULWcjm8","남아프리카 공화국 벨콤","-27.8881679","26.9152339","-28.120863","26.650986","09736367c233c269aedebad0767a1d02c67dc94e"
"데 아르","ZA","-30.6766303","24.0131202","ChIJt9mT9IX7gx4RBfQNl9WMIjM","남아프리카 공화국 데 아르","-30.5886439","24.04137","-30.717983","23.967711","776619fafd9be496540d7e17bebb34e513967490"
"Prieska","ZA","-29.7069446","22.739048","ChIJN2KKqiisgh4RAoqvRFpk2YA","Prieska, 8940 남아프리카 공화국","-29.5925868","22.849163","-29.766891","22.631693","37aeea1857b612f537ce240e0d37964a07c290e9"
"살다나","ZA","-33.0276981","17.9176312","ChIJ_WOb1POlNBwR1EqYX72QmXY","남아프리카 공화국 7395 살다나","-32.970001","17.9969169","-33.0519708","17.8902569","23a4cd0e0eab71d931f42644dc7f69731ba409a7"
"Middelburg","ZA","-25.769902","29.4639354","ChIJh33Ls5lh6h4RRkdBCu9-el8","Middelburg, 남아프리카 공화국","-25.7270433","29.5428681","-25.8321365","29.3933322","b02ededfe4e35e062a5ecfdcaf1e557ec147847e"
"포트세인트존즈","ZA","-31.6287512","29.5368709","ChIJ94rzgBH8Xh4RqUb5y0CaxbA","남아프리카 공화국 5120 포트세인트존즈","-31.611448","29.5534059","-31.655371","29.50272289999999","6987b6bc5ae2e82c7b657667a8dacd9efba045e8"
"Volksrust","ZA","-27.3620258","29.8873054","ChIJLVYg2Ygz7B4RqURujta5-yA","Volksrust, 남아프리카 공화국","-27.32814","29.9267039","-27.3860199","29.8401979","c22e98387d53a39ab0aa8b184e5eb36f1f2d017e"
"울룬디","ZA","-28.2997283","31.43419","ChIJwyCyhmxj8B4RTZfGUGzWHcs","남아프리카 공화국 울룬디","-28.264743","31.4820039","-28.350365","31.3611149","1bfbcad328e5c6185284bf22be26e5614857fb44"
"보퍼트 웨스트","ZA","-32.35286","22.5841075","ChIJje9QV1CqKhwRitvwRC-1DUA","남아프리카 공화국 6970 보퍼트 웨스트","-32.2998849","22.6468699","-32.3841629","22.5117819","49653e52f16e7dff07ce0a1e6cde86bc77c7636c"
"코마티포트","ZA","-25.450971","31.95868699999999","ChIJmyVIeFnI5x4RUc5wiRxKe94","남아프리카 공화국 코마티포트","-25.3909499","31.989479","-25.491201","31.9112629","d79cde7a920d4dde61b6999f67b65bee505bdb4b"
"넬스프룻","ZA","-25.4752984","30.9694163","ChIJOSc-jRVK6B4R-KApNKgMpXo","남아프리카 공화국 넬스프룻","-25.4345589","31.035606","-25.5273619","30.9363699","b1ec410a80ae592c55cf1b93524a0c0bb606ed1f"
"Standerton","ZA","-26.9438212","29.2204548","ChIJE23Zccyc7B4RSfFzRKeis6s","Standerton, 남아프리카 공화국","-26.8976761","29.2666439","-26.99463","29.19358489999999","c2e9b5ff7a90a0f9c5ca92de28cf41522664ba5f"
"요하네스버그","ZA","-26.2041028","28.0473051","ChIJUWpA8GgMlR4RQUDTsdnJiiM","남아프리카 공화국 요하네스버그","-26.1041199","28.1376001","-26.2389231","27.942449","d1ed4be0d41047681a8e2f71b638420af6c3ff95"
"Kuruman","ZA","-27.4633739","23.4339947","ChIJQWn2odn-nh4RqOAK6abT70c","Kuruman, 8460 남아프리카 공화국","-27.3840848","23.492302","-27.5103929","23.3629379","ef9f6284299db011b8de02ea795cfeb1e04474c6"
"파를","ZA","-33.7342304","18.9621091","ChIJrYtLqoAHzR0RueimdhBPEW0","남아프리카 공화국 파를","-33.671028","19.016634","-33.7839698","18.9056279","66d1ae693943f5683b016c25c7c4c16cb7e80bf9"
"우스터","ZA","52.193636","-2.221575","ChIJ1cy7AFhQcEgRHJHa0PSkmqs","영국 우스터","52.2313919","-2.1573038","52.1616362","-2.2632029","8fea67279d4b2befb6ce2a0fb7532a09883c418c"
"Colesberg","ZA","-30.6913265","25.0703229","ChIJ0zW0fvdvhh4RoJC54bM0zZ4","Colesberg, 9795 남아프리카 공화국","-30.636547","25.1842499","-30.8133579","24.9923389","9ec109ef3adf99e5bbce43f9eb4389649ddcf564"
"움타타","ZA","-31.6066839","28.7780987","ChIJb9llfcTQXx4RdLq6OLfYuzg","남아프리카 공화국 움타타","-31.537743","28.823","-31.638956","28.7316989","02d73c4ca4c7fcaba6dcab4b53221a04fdd5f89d"
"알리왈 노스","ZA","-30.698394","26.7201775","ChIJxQs2nhASiR4RpVHEktJrzsw","남아프리카 공화국 9750 알리왈 노스","-30.6646398","26.779333","-30.734722","26.6662539","a7815b3bcf5db52a12b54240ca834cb11eda10e3"
"Middelburg","ZA","-25.769902","29.4639354","ChIJh33Ls5lh6h4RRkdBCu9-el8","Middelburg, 남아프리카 공화국","-25.7270433","29.5428681","-25.8321365","29.3933322","b02ededfe4e35e062a5ecfdcaf1e557ec147847e"
"콜로라도스프링스","ZA","38.8338816","-104.8213634","ChIJK9LmoS5BE4cRE2vo9ZLrjkE","미국 콜로라도 콜로라도스프링스","39.0353389","-104.5988969","38.7160299","-104.917822","061938daf339d08a407e1310eb5e4571b851006a"
"벤오니","ZA","-26.1510854","28.3695699","ChIJ82DfWeo-lR4R4KYpVBd_nGE","남아프리카 공화국 벤오니","-26.0680809","28.496317","-26.238251","28.274335","f8f5d6ea8fd2450a1df5ffb5399c25ea93c83a4c"
"포트 셉스톤","ZA","-30.7276956","30.447285","ChIJXVMz22ihWB4RO9gkzLPcCZU","남아프리카 공화국 포트 셉스톤","-30.6462851","30.527348","-30.785528","30.390213","62b42f2d2107feeaf553d7b823fe3e3fc80a99e7"
"Oudtshoorn","ZA","-33.6007225","22.2026347","ChIJtRO16obB1R0RYesIjnRHQ40","Oudtshoorn, 남아프리카 공화국","-33.5549999","22.266697","-33.6909368","22.04248","3091ecdbf12bb3ed73e95c5b93f6e32d02016f86"
"포트엘리자베스","ZA","-33.9608369","25.6022423","ChIJK9b_RQApex4RJkKJzTcj_YY","남아프리카 공화국 포트엘리자베스","-33.55308","25.86816","-34.050049","25.1922099","a2962d72d3587fb1cb3868469b3911f98b37f529"
"포트 알프레드","ZA","-33.5864065","26.8851448","ChIJDXVoPvvLZR4RaTkuy9RyZ8U","남아프리카 공화국 포트 알프레드","-33.547283","26.923908","-33.6223386","26.8498189","ee0af4d63320fbfa1636ebee63eec65290f023fe"
"런던","ZA","51.5073509","-0.1277583","ChIJdd4hrwug2EcRmSrV3Vo6llI","영국 런던","51.6723432","0.148271","51.38494009999999","-0.3514683","b1a8b96daab5065cf4a08f953e577c34cdf769c0"
"모셀베이","ZA","-34.1747356","22.0834066","ChIJnfiSFexo1h0RgtbENVEZQMs","남아프리카 공화국 모셀베이","-34.0913211","22.1608599","-34.2105081","21.9915849","0829528e4fb8fa74c41e4d4b322d5754336f4c88"
"Vryburg","ZA","-26.9584048","24.7298615","ChIJ_2L20bj6mB4R1A_r_f5Dn5s","Vryburg, 8601 남아프리카 공화국","-26.894232","24.7703529","-27.0016941","24.656523","de0d139f5b44c89f2e1eb109650aa4724947c47a"
"Uitenhage","ZA","-33.768717","25.4141193","ChIJa71OARskex4R7y8dv98NStQ","Uitenhage, 남아프리카 공화국","-33.7094698","25.4490014","-33.843029","25.3255579","3dd3e7f41d7df3033cc68c5b8b0457fc5393a08a"
"비쇼","ZA","-32.849876","27.4409557","ChIJDyik_iOxZh4Ra-PnyCttwLU","남아프리카 공화국 비쇼","-32.832979","27.4678269","-32.8729909","27.4167919","f8bf3cf1d75d4e9ed1abdd6300b76079f900edc8"
"나이스나","ZA","-34.0350856","23.0464693","ChIJ2QwBlkDqeB4Rzc5QdeG5Kr4","남아프리카 공화국 나이스나","-33.9916461","23.1133499","-34.086636","22.9714831","6977e72a6a5da56f3d1e7eeaddc7a9ef7dc97ce7"
"퀸즈타운","ZA","-45.0311622","168.6626435","ChIJX96o1_Ed1akRAKZ5hIbvAAU","뉴질랜드 퀸즈타운","-44.99713","168.7627064","-45.0518397","168.6210033","6f4f30db94b72ec51710d4bb583963e3750829a5"
