"Lebowakgomo","ZA","29.475312","-24.310961"
"포체프스트롬","ZA","27.097047","-26.714530"
"Graaff-Reinet","ZA","24.548023","-32.254705"
"러스텐버그","ZA","27.255854","-25.654448"
"브랜드포트","ZA","26.454796","-28.688296"
"브라이헤이드","ZA","30.792458","-27.765420"
"베르니깅","ZA","27.901465","-26.596931"
"브리츠","ZA","27.795971","-25.609990"
"베들레햄","ZA","35.202442","31.705382"
"피터즈버그","ZA","29.448626","-23.896171"
"스프링복","ZA","17.888008","-29.665462"
"토호얀두","ZA","30.481845","-22.878541"
"피터마리츠버그","ZA","30.379412","-29.600607"
"Pofadder","ZA","19.402115","-29.195102"
"카나본","ZA","113.661000","-24.884000"
"크론스타트","ZA","27.232337","-27.637251"
"알렉산더 베이","ZA","16.484762","-28.607365"
"Bloemhof","ZA","25.579950","-27.626326"
"허머너스","ZA","19.250444","-34.409200"
"베달","ZA","29.466654","-26.457866"
"어핑턴","ZA","21.236808","-28.395268"
"Tzaneen","ZA","30.135835","-23.831985"
"Vanrhynsdorp","ZA","18.745247","-31.609236"
"무시나","ZA","30.031855","-22.381251"
"킴벌리","ZA","24.749911","-28.728238"
"다반","ZA","31.021840","-29.858680"
"클럭스도프","ZA","26.631751","-26.859822"
"벨콤","ZA","26.773216","-28.004565"
"데 아르","ZA","24.013120","-30.676630"
"Prieska","ZA","22.739048","-29.706945"
"살다나","ZA","17.917631","-33.027698"
"Middelburg","ZA","29.463935","-25.769902"
"포트세인트존즈","ZA","29.536871","-31.628751"
"Volksrust","ZA","29.887305","-27.362026"
"울룬디","ZA","31.434190","-28.299728"
"보퍼트 웨스트","ZA","22.584107","-32.352860"
"코마티포트","ZA","31.958687","-25.450971"
"넬스프룻","ZA","30.969416","-25.475298"
"Standerton","ZA","29.220455","-26.943821"
"요하네스버그","ZA","28.047305","-26.204103"
"Kuruman","ZA","23.433995","-27.463374"
"파를","ZA","18.962109","-33.734230"
"우스터","ZA","-2.221575","52.193636"
"Colesberg","ZA","25.070323","-30.691326"
"움타타","ZA","28.778099","-31.606684"
"알리왈 노스","ZA","26.720177","-30.698394"
"Middelburg","ZA","29.463935","-25.769902"
"콜로라도스프링스","ZA","-104.821363","38.833882"
"벤오니","ZA","28.369570","-26.151085"
"포트 셉스톤","ZA","30.447285","-30.727696"
"Oudtshoorn","ZA","22.202635","-33.600723"
"포트엘리자베스","ZA","25.602242","-33.960837"
"포트 알프레드","ZA","26.885145","-33.586407"
"런던","ZA","-0.127758","51.507351"
"모셀베이","ZA","22.083407","-34.174736"
"Vryburg","ZA","24.729861","-26.958405"
"Uitenhage","ZA","25.414119","-33.768717"
"비쇼","ZA","27.440956","-32.849876"
"나이스나","ZA","23.046469","-34.035086"
"퀸즈타운","ZA","168.662644","-45.031162"
"크레독","ZA","25.650991","-32.180971"
"Bredasdorp","ZA","20.056877","-34.538522"
"스왈렌담","ZA","20.438125","-34.025708"
"Ladysmith","ZA","-76.388804","45.762110"
"조지타운","ZA","100.309100","5.435637"
"그레이엄스타운","ZA","26.525595","-33.310629"
"Mmabatho","ZA","25.594752","-25.837762"
"마피켕","ZA","25.640310","-25.855978"
"블럼폰탄","ZA","26.159576","-29.085214"
"케이프타운","ZA","18.424055","-33.924869"
"잠베치","ZM","23.114375","-13.543279"
"솔웨지","ZM","26.383976","-12.166871"
"루사카","ZM","28.322816","-15.387526"
"치파타","ZM","32.644700","-13.644510"
"세낭가","ZM","23.296017","-16.117824"
"Sesheke","ZM","24.295514","-17.473886"
"칠리라바뭬","ZM","27.837004","-12.372328"
"칭골라","ZM","27.854587","-12.541955"
"카셈파","ZM","25.834431","-13.455458"
"키트웨","ZM","28.217574","-12.823195"
"무풀리라","ZM","28.240967","-12.550270"
"니헬렌지","ZM","28.740207","-9.353427"
"마자부카","ZM","27.749066","-15.861252"
"루쿠루","ZM","23.258799","-14.407604"
"카퓨","ZM","28.176629","-15.764359"
"Lundazi","ZM","33.174510","-12.284898"
"맨사","ZM","72.656508","23.434985"
"Mwinilunga","ZM","24.423274","-11.740144"
"Mumbwa","ZM","27.061755","-14.984823"
"칼라보","ZM","22.677968","-14.993161"
"카피리음포시","ZM","28.684811","-13.977868"
"카브웨","ZM","28.451357","-14.428506"
"은돌라","ZM","28.649814","-12.990641"
"카사마","ZM","31.193945","-10.229055"
"Mbala","ZM","31.365599","-8.853644"
"카왐봐","ZM","29.080901","-9.793696"
"루안샤","ZM","28.416310","-13.143502"
"몽구","ZM","23.150112","-15.273550"
"므피카","ZM","31.451331","-11.828023"
"친살리","ZM","32.072382","-10.537149"
"리빙스턴","ZM","131.081889","-12.682903"
"초마","ZM","26.997015","-16.805422"
"플럼트리","ZW","-82.007894","36.027070"
"황게","ZW","26.501998","-18.355878"
"Chiredzi","ZW","31.679639","-21.033349"
"Mazowe","ZW","30.974726","-17.506912"
"Zvishavane","ZW","30.054968","-20.313941"
"Shamva","ZW","31.565542","-17.305888"
"하라레","ZW","31.033510","-17.825166"
"크웨크웨","ZW","29.823655","-18.920133"
"카도마","ZW","29.916228","-18.326937"
"Gwanda","ZW","29.011076","-20.939823"
"Chinhoyi","ZW","30.193566","-17.365266"
"Beitbridge","ZW","30.002957","-22.198902"
"무타레","ZW","32.650351","-18.975771"
"그웨루","ZW","29.812079","-19.468531"
"Karoi","ZW","29.690475","-16.815510"
"마싱고","ZW","30.838409","-20.079191"
"불라와요","ZW","28.626479","-20.132507"
"빅토리아 팔스","ZW","25.825557","-17.931805"
"치팅귀자","ZW","31.067907","-18.019782"
"Makat","KZ","53.330187","47.644126"
"타라즈","KZ","71.397989","42.898372"
"쉼켄트","KZ","69.590101","42.341685"
"발하시","KZ","74.980981","46.843513"
"Zaysan","KZ","84.875300","47.470144"
"Oy-Tal","KZ","74.104909","40.424236"
"Zholymbet","KZ","71.708828","51.743190"
"Serebryansk","KZ","83.281519","49.683105"
"Shapai","KZ","51.168429","50.177539"
"리데르","KZ","83.506255","50.338221"
"Dzhaltyr'","KZ","69.845882","51.626274"
"Atbasar","KZ","68.363693","51.820495"
"Aksay","KZ","53.021150","51.174943"
"Shemonaikha","KZ","81.911898","50.627672"
"Atasu","KZ","71.630832","48.678929"
"루드니","KZ","63.112833","52.971843"
"Makhambet","KZ","51.584993","47.670646"
"포르트솁첸코","KZ","50.262405","44.507553"
"Oktyabrsk","KZ","48.769042","53.183533"
"Khromtau","KZ","58.432675","50.257751"
"알파","KZ","146.633333","-23.650000"
"Embi","KZ","58.148883","48.831335"
"Ushtobe","KZ","77.972648","45.241544"
"Zhanybek","KZ","46.846277","49.417314"
"Esil","KZ","66.412186","51.953423"
"Derzhavinsk","KZ","66.316547","51.098127"
"Saryshagan","KZ","73.608666","46.119266"
"Turgay","KZ","63.490535","49.633421"
"Sarķand","KZ","79.917079","45.413108"
"아르칼리크","KZ","66.914047","50.249639"
"Shieli","KZ","66.733728","44.168912"
"제즈카잔","KZ","67.702002","47.796366"
"Zhosaly","KZ","64.081861","45.485244"
"Beyneu","KZ","55.181848","45.322236"
"Kazaly","KZ","62.099913","45.764056"
"Ayagoz","KZ","80.432736","47.975581"
"Urzhar","KZ","81.631523","47.086965"
"Esik","KZ","77.460067","43.351483"
"투르키스탄","KZ","68.234688","43.305085"
"Karatau","KZ","70.455208","43.178017"
"Kachīry","KZ","76.103830","53.069544"
"Kishkenekol","KZ","72.338206","53.636234"
"Bulaevo","KZ","70.457459","54.906612"
"Shonzhy","KZ","79.464763","43.538078"
"키질로르다","KZ","65.482269","44.848831"
"카라간다","KZ","73.109383","49.804684"
"Ertis","KZ","75.447333","53.338200"
"Tayinsha","KZ","69.765821","53.843590"
"Kentau","KZ","68.509026","43.516176"
"외스케멘","KZ","82.601724","49.974929"
"악타우","KZ","51.198511","43.641097"
"탈디코르간","KZ","78.380442","45.017711"
"아스타나","KZ","71.470356","51.160523"
"악토베","KZ","57.166978","50.283934"
"콕셰타우","KZ","69.404787","53.294823"
"페트로파블로프스크 캄차츠키","KZ","158.677726","53.040911"
"파블로다르","KZ","76.967402","52.287303"
"Otar","KZ","75.209982","43.540805"
"알마티","KZ","76.851248","43.222015"
"Bestobe","KZ","73.094719","52.501703"
"Arys","KZ","68.812904","42.433853"
"Lenger","KZ","69.882497","42.181139"
"아커쑤 시","KZ","80.263387","41.167548"
"Temirtau","KZ","72.966074","50.050961"
"Makinsk","KZ","70.422331","52.638039"
"Osakarovka","KZ","72.577146","50.567197"
"Karkaraly","KZ","75.477275","49.412951"
"에키바스투즈","KZ","75.315068","51.725198"
"Zyryanovsk","KZ","84.273306","49.726095"
"바이코누르","KZ","63.313983","45.623226"
"세메이","KZ","80.250811","50.423346"
"Boralday","KZ","76.867482","43.358550"
"Zhetikara","KZ","61.278289","52.211664"
"Zharkent","KZ","79.999974","44.166512"
"Kulsary","KZ","54.006819","46.969106"
"아티라우","KZ","51.923837","47.094496"
"비엔티안","LA","102.633104","17.975706"
"Huay Xai","LA","100.434037","20.262817"
"Phônhông","LA","102.417999","18.505423"
"루앙 남사","LA","101.411205","20.970914"
"퐁살리","LA","102.108968","21.681894"
"타케크","LA","104.833788","17.403021"
"팍산","LA","103.665216","18.398313"
"카이손 폼비한","LA","104.770551","16.572246"
"팍세","LA","105.817288","15.110507"
"앗페유","LA","106.820787","14.819370"
"Sam Nuea","LA","104.047870","20.417083"
"무앙싸이","LA","101.986169","20.690696"
"사라반","LA","62.344782","27.352603"
"참빠삭","LA","105.864259","14.903036"
"베이루트","LB","35.501777","33.893791"
"자흘레","LB","35.901978","33.846230"
"Baalbek","LB","36.211040","34.004689"
"나바티예","LB","35.483590","33.377190"
"Tripoli","LB","35.836163","34.434595"
"캐스트리스","LC","-60.987469","14.010109"
"Gamprin","LI","9.502520","47.213249"
"Triesenberg","LI","9.543409","47.118213"
"Schaan","LI","9.510564","47.167529"
"Ruggell","LI","9.525337","47.241670"
"Triesen","LI","9.524830","47.109799"
"발처스","LI","9.507453","47.065583"
"바두츠","LI","9.520928","47.141030"
"Planken","LI","9.545365","47.185525"
"Schellenberg","LI","9.546784","47.230966"
"콜롬보","LK","79.861243","6.927079"
"라트나푸라","LK","80.384734","6.705574"
"마타라","LK","80.554956","5.954920"
"모르투와","LK","79.891281","6.788071"
"아누라다푸라","LK","80.403651","8.311352"
"갈","LK","80.220977","6.053519"
"푸탈람","LK","79.839386","8.040791"
"캔디","LK","80.633726","7.290572"
"바둘라","LK","81.054981","6.993401"
"트링코말리","LK","81.215212","8.587364"
"킬리노치치","LK","80.377000","9.380289"
"바키칼로아","LK","81.674729","7.730997"
"자프나","LK","80.025546","9.661498"
"보풀루","LR","-10.486560","7.069609"
"보인자마","LR","-9.753928","8.420195"
"로버트스포트","LR","-11.367219","6.750906"
"뷰캐넌","LR","139.001674","-34.211659"
"몬로비아","LR","-10.807370","6.315607"
"터브만버그","LR","-10.825395","6.870152"
"뷰캐넌","LR","139.001674","-34.211659"
"Zwedru","LR","-8.139318","6.064944"
"바클레이빌","LR","-8.233945","4.676354"
"리버세스 타운","LR","-9.575693","5.461411"
"피시 타운","LR","-7.878112","5.200699"
"바른가","LR","-9.472824","7.002432"
"캘커타","LR","88.363895","22.572646"
"Sanniquellie","LR","-8.709579","7.358656"
"그린빌","LR","-82.394010","34.852618"
"벤슨빌","LR","-10.618248","6.446976"
"마세루","LS","27.486923","-29.315077"
"모크호트론그","LS","29.060539","-29.287556"
"타보 테스카","LS","28.608975","-29.523898"
"Moyeni","LS","29.191392","-28.728388"
"Qachas Nek","LS","28.678979","-30.111456"
"마페텐그","LS","27.238816","-29.822431"
"Hlotse","LS","28.047883","-28.863806"
"Teyateyaneng","LS","27.749066","-29.139580"
"Mohales Hoek","LS","27.467385","-30.142592"
"Butha Buthe","LS","28.246815","-28.765375"
"클라이페다","LT","21.144279","55.703295"
"팔랑가","LT","21.067761","55.920198"
"크레팅가","LT","21.235092","55.883842"
"타우라게","LT","22.290950","55.250366"
"실루테","LT","21.465986","55.350414"
"Rietavas","LT","21.933395","55.724552"
"플룽게","LT","21.845407","55.910784"
"Šilalė","LT","22.184556","55.492680"
"비사기나스","LT","26.431317","55.597276"
"Zarasai","LT","26.245295","55.730961"
"Ignalina","LT","26.165916","55.334688"
"우테나","LT","25.609385","55.500040"
"Švenčionys","LT","26.159689","55.134573"
"Rokiškis","LT","25.585925","55.955504"
"Molėtai","LT","25.418001","55.226531"
"샬치닝카이","LT","25.387564","54.309767"
"빌니우스","LT","25.279651","54.687156"
"Kupiškis","LT","24.980148","55.838839"
"트라카이","LT","24.934689","54.637911"
"Biržai","LT","24.756012","56.201772"
"Anykščiai","LT","25.113186","55.529102"
"텔샤이","LT","22.248553","55.986978"
"켈메","LT","22.943930","55.629919"
"마리얌폴레","LT","23.362615","54.555393"
"Lazdijai","LT","23.515650","54.234327"
"Šakiai","LT","23.048020","54.952671"
"라드빌리슈키스","LT","23.546487","55.810840"
"시아울리아이","LT","23.313682","55.934908"
"Birštonas","LT","24.034789","54.606551"
"Druskininkai","LT","23.986428","54.004907"
"케다이네이","LT","23.957728","55.288131"
"알리투스","LT","24.045876","54.396294"
"프리에나이","LT","23.946801","54.638358"
"엘렉트레나이","LT","24.662470","54.785812"
"카우나스","LT","23.903596","54.898521"
"요나바","LT","24.279334","55.072724"
"Kaišiadorys","LT","24.427793","54.858867"
"파네베지스","LT","24.357477","55.734792"
"Joniškis","LT","23.613658","56.236073"
"Kazlų Rūda","LT","23.491054","54.748395"
"Vilkaviškis","LT","23.035155","54.651945"
"Pasvalys","LT","24.396291","56.060462"
"Pakruojis","LT","23.858448","55.982587"
"Raseiniai","LT","23.115613","55.381950"
"Pagėgiai","LT","21.904681","55.134312"
"Yubarkas","LT","22.741957","55.077407"
"Kalvarija","LT","23.223695","54.415651"
"Širvintos","LT","24.956981","55.043102"
"Skuodas","LT","21.521433","56.270217"
"마제이카이아이","LT","22.341468","56.309244"
"Akmenė","LT","22.747117","56.245503"
"우크메르게","LT","24.776075","55.245265"
"Varėna","LT","24.578997","54.220333"
"Olm","LU","5.999240","49.656380"
"에슈쉬르알제트","LU","5.986092","49.500881"
"Remich","LU","6.367422","49.545017"
"에히터나흐","LU","6.417563","49.811413"
"메흐슈","LU","6.102779","49.752829"
"Redange","LU","5.889480","49.764550"
"비앙덩","LU","6.201992","49.934192"
"Wiltz","LU","5.932431","49.966220"
"Clervaux","LU","6.028588","50.054631"
"Diekirch","LU","6.159563","49.867178"
"그레벤마허","LU","6.440759","49.680841"
"뤽상부르","LU","6.131935","49.611621"
"Skrunda","LV","22.004971","56.674534"
"다우가프필스","LV","26.536179","55.874736"
"예캅필스","LV","25.878299","56.501455"
"Aglona","LV","27.014599","56.126495"
"리엘바르데","LV","24.814229","56.719152"
"살두스","LV","22.492169","56.665302"
"Ozolnieki","LV","23.777469","56.688534"
"Brocēni","LV","22.574388","56.673312"
"옐가바","LV","23.721354","56.651109"
"Pilsrundāle","LV","24.012414","56.409721"
"도벨레","LV","23.279107","56.624906"
"Iecava","LV","24.198956","56.595360"
"Jaunpils","LV","23.016588","56.729980"
"Auce","LV","22.905478","56.460168"
"투쿰스","LV","23.153190","56.969664"
"Tērvete","LV","23.387428","56.478492"
"Salacgrīva","LV","24.354346","57.758139"
"벤츠필스","LV","21.564707","57.393722"
"Dundaga","LV","22.351967","57.507633"
"야우넬가바","LV","25.078927","56.612310"
"Nereta","LV","25.325195","56.198791"
"Alsunga","LV","21.567256","56.980315"
"쿨디가","LV","21.961508","56.968814"
"Pāvilosta","LV","21.195181","56.886652"
"Piņķi","LV","23.912040","56.946680"
"Ādaži","LV","24.339402","57.068471"
"Kandava","LV","22.776790","57.033151"
"Carnikava","LV","24.284709","57.128023"
"Garkalne","LV","24.429330","57.046886"
"Saulkrasti","LV","24.415088","57.268096"
"Smārde","LV","23.337112","56.949661"
"Mērsrags","LV","23.102146","57.330777"
"탈시","LV","22.587386","57.248041"
"유르말라","LV","23.616848","56.947079"
"Mārupe","LV","24.031725","56.907241"
"Ulbroka","LV","24.288632","56.933522"
"Zilupe","LV","28.119561","56.387721"
"루자","LV","27.714320","56.545959"
"Baltinava","LV","27.645947","56.944252"
"Cibla","LV","27.886227","56.552413"
"Kārsava","LV","27.681978","56.783781"
"리가","LV","24.105186","56.949649"
"Krāslava","LV","27.162763","55.894769"
"Limbaži","LV","24.721996","57.512983"
"프레일리","LV","26.721958","56.290878"
"Ilūkste","LV","26.305525","55.976315"
"Bauska","LV","24.199999","56.410288"
"Viļaka","LV","27.682503","57.187959"
"Līvāni","LV","26.172526","56.355176"
"알룩스네","LV","27.051349","57.420788"
"레제크네","LV","27.333136","56.509922"
"Rugāji","LV","27.131728","57.004375"
"Riebiņi","LV","26.801363","56.343612"
"Viļāni","LV","26.922966","56.550104"
"Varakļāni","LV","26.759953","56.606956"
"Jaunpiebalga","LV","26.033670","57.177044"
"Lubāna","LV","26.719879","56.899927"
"굴베네","LV","26.752254","57.171482"
"발비","LV","27.265587","57.132418"
"아크니스테","LV","25.744289","56.159738"
"Viesīte","LV","25.560323","56.344861"
"Cesvaine","LV","26.311047","56.965144"
"Ķegums","LV","24.718165","56.740290"
"Vecpiebalga","LV","25.817596","57.061272"
"Smiltene","LV","25.900378","57.423063"
"Drabeši","LV","25.279203","57.243477"
"체시스","LV","25.266872","57.308611"
"Ērgļi","LV","25.640242","56.899228"
"발카","LV","26.002839","57.776041"
"그로비냐","LV","21.166892","56.539632"
"Strenči","LV","25.692493","57.630161"
"Mūrmuiža","LV","25.491651","57.474978"
"Mazsalaca","LV","25.055591","57.860649"
"Burtnieki","LV","25.276450","57.694876"
"Koknese","LV","25.431094","56.649065"
"아이스크라우클레","LV","25.243154","56.593050"
"Skrīveri","LV","25.114346","56.637074"
"Baldone","LV","24.406107","56.745838"
"Vecumnieki","LV","24.522179","56.606248"
"Pļaviņas","LV","25.725792","56.618245"
"리예파야","LV","21.010806","56.504668"
"Rūjiena","LV","25.339336","57.893891"
"Naukšēni","LV","25.459776","57.885252"
"Lieģi","LV","21.336228","56.579268"
"Rauna","LV","25.610034","57.331693"
"Aizpute","LV","21.605305","56.715739"
"Kocēni","LV","25.334830","57.522596"
"발미에라","LV","25.426362","57.538466"
"시굴다","LV","24.860332","57.149563"
"Priekuļi","LV","25.360872","57.314160"
"Ragana","LV","24.709105","57.173937"
"Ropaži","LV","24.629619","56.975320"
"Priekulė","LV","21.325514","55.548611"
"Rucava","LV","21.159481","56.163691"
"살라스필스","LV","24.352272","56.856429"
"Ikšķile","LV","24.495440","56.833558"
"Inčukalns","LV","24.685557","57.099434"
"Mālpils","LV","24.957521","57.008427"
"Olaine","LV","23.929580","56.789674"
"Ķekava","LV","24.224916","56.817311"
"Līgatne","LV","25.038073","57.236340"
"Stalbe","LV","25.032427","57.370935"
"Vaiņode","LV","21.852513","56.417780"
"트리폴리","LY","13.191338","32.887209"
"가리안","LY","13.018412","32.171795"
"수랏","LY","72.831061","21.170240"
"사바","LY","14.429024","27.036541"
"미수라타","LY","15.099256","32.325588"
"Al Aziziyah","LY","40.870275","23.375088"
"주와라","LY","12.077541","32.923459"
"날루트","LY","10.975048","31.874235"
"데르나","LY","22.637743","32.755613"
"Bayda","LY","35.949248","35.125534"
"자위야","LY","12.736496","32.763028"
"Tajarhi","LY","14.472440","24.362720"
"Al Jaghbub","LY","24.516839","29.741735"
"Awjilah","LY","21.332197","29.090585"
"훔스","LY","14.267899","32.650951"
"아즈다비야","LY","20.140259","30.214647"
"Al Kufrah","LY","23.268591","24.132549"
"알쿠프라","LY","23.334722","24.208665"
"As Sidr","LY","18.338598","30.638863"
"벵가지","LY","20.086791","32.119424"
"Mizdah","LY","12.983856","31.447822"
"구다미스","LY","9.495055","30.131764"
"Qaminis","LY","20.018167","31.661538"
"우바리","LY","12.793976","26.581018"
"바니왈리드","LY","14.053676","31.797583"
"질라","LY","-120.261999","46.402073"
"Tmassah","LY","15.783535","26.396727"
"Adiri","LY","13.260000","27.500000"
"Al Uqaylah","LY","19.188850","30.261320"
"마르다","LY","83.552320","25.812879"
"Shahat","LY","21.862821","32.803449"
"마르지","LY","20.819529","32.498225"
"투브루크","LY","23.941751","32.068176"
"케니트라","MA","-6.589017","34.254050"
"구엘민","MA","-10.052750","28.988366"
"카사블랑카","MA","-7.589843","33.573110"
"아가디르","MA","-9.598107","30.427755"
"베니메랄","MA","-6.375799","32.342443"
"탠지어","MA","-5.833954","35.759465"
"세테트","MA","-7.622266","32.992424"
"우지다","MA","-1.900155","34.681962"
"메크네스","MA","-5.540730","33.873016"
"라바트","MA","-6.849813","33.971590"
"마라케시","MA","-7.981085","31.629472"
"엘자디다","MA","-8.500712","33.231633"
"에라시디아","MA","-4.428498","31.927236"
"Taza","MA","5.545576","36.704222"
"라라슈","MA","-6.147396","35.174427"
"크사르 엘-케비르","MA","-5.915537","35.003531"
"사피","MA","14.492712","35.836220"
"티즈니트","MA","-9.732157","29.693392"
"Province of Ouezzane","MA","-5.567558","34.795373"
"모나코빌","MC","7.420816","43.737411"
"레오바","MD","28.254935","46.479909"
"커우셰니","MD","29.409122","46.655471"
"르슈카니","MD","27.561465","47.938202"
"슨제레이","MD","28.137182","47.638913"
"펄레슈티","MD","27.726559","47.564772"
"Floresti","MD","23.478329","46.731266"
"숄더네슈티","MD","28.788959","47.814739"
"Ștefan Vodă","MD","29.662446","46.515340"
"오르헤이","MD","28.830308","47.386040"
"콤라트","MD","28.653343","46.306943"
"치미슐리아","MD","28.772184","46.525085"
"Cantemir","MD","28.200965","46.277174"
"바사라베아스카","MD","28.975865","46.330444"
"에디네츠","MD","27.293614","48.167899"
"오크니차","MD","27.476809","48.411043"
"Dondușeni","MD","27.583333","48.216667"
"Briceni","MD","27.075040","48.363202"
"이알로베니","MD","28.779894","46.946269"
"발티","MD","27.918415","47.753995"
"Criuleni","MD","29.155752","47.213611"
"벤데르","MD","29.462010","46.822755"
"아네니노이","MD","29.231217","46.879566"
"카훌","MD","28.189028","45.893940"
"키시나우","MD","28.863810","47.010453"
"스트러셰니","MD","28.613674","47.145027"
"티라스폴","MD","29.596805","46.848185"
"텔레네슈티","MD","28.367602","47.498396"
"Taraclia","MD","28.667164","45.898651"
"두버사리","MD","29.155035","47.264394"
"Cocieri","MD","29.115820","47.304597"
"컬러라시","MD","27.313744","44.208514"
"글로데니","MD","27.516801","47.779016"
"흔체슈티","MD","28.585089","46.828115"
"Nisporeni","MD","28.176816","47.075135"
"소로카","MD","28.287078","48.154974"
"운게니","MD","27.789266","47.230577"
"베라네","ME","19.860373","42.837934"
"플라브","ME","19.940754","42.600134"
"안드리예비차","ME","19.785956","42.736248"
"Petnjica","ME","19.958618","42.906902"
"Gusinje","ME","19.832093","42.561974"
"콜라신","ME","19.524081","42.820475"
"포드고리차","ME","19.259364","42.430420"
"비옐로폴레","ME","19.756191","43.036942"
"부드바","ME","18.840295","42.291149"
"체티네","ME","18.911596","42.393096"
"다닐로브그라드","ME","19.107739","42.553753"
"헤르체그노비","ME","18.531475","42.457248"
"코토르","ME","18.771234","42.424662"
"모이코바츠","ME","19.583587","42.960077"
"닉시치","ME","18.956166","42.780473"
"플루지네","ME","18.841038","43.154137"
"플레블라","ME","19.351259","43.358237"
"로자예","ME","20.167063","42.840839"
"샤브니크","ME","19.094363","42.957780"
"티바트","ME","18.706640","42.434981"
"울치니","ME","19.214763","41.931088"
"자블라크","ME","19.122602","43.155515"
"마리고","MF","-63.082466","18.067519"
"안타나나리보","MG","47.507905","-18.879190"
"토아마시나","MG","49.395784","-18.144281"
"안탈라하","MG","50.278549","-14.906124"
"Maroantsetra","MG","49.739258","-15.435399"
"Mandritsara","MG","48.829681","-15.859310"
"Besalampy","MG","44.486590","-16.745292"
"Marovoay","MG","46.646397","-16.107356"
"Hell-Ville","MG","48.266728","-13.397099"
"마하장가","MG","46.333686","-15.692149"
"Ambanja","MG","48.453742","-13.663534"
"안치라나나","MG","49.294283","-12.323135"
"Miandrivazo","MG","45.461578","-19.535431"
"Mananjary","MG","48.346443","-21.224514"
"Morombe","MG","43.365666","-21.750289"
"툴레아","MG","43.685494","-23.351619"
"피아나란초아","MG","47.087504","-21.454615"
"Androka","MG","44.074669","-25.029079"
"안치라베","MG","47.029116","-19.873008"
"Antsohihy","MG","47.996074","-14.885127"
"Maintirano","MG","44.034196","-18.052428"
"Ambatondrazaka","MG","48.408801","-17.833636"
"Farafagana","MG","47.818038","-22.817412"
"Ihosy","MG","46.127902","-22.400887"
"모론다바","MG","44.299996","-20.290419"
"톨라나로","MG","46.985369","-25.022531"
"삼바바","MG","50.167812","-14.271334"
"Majuro","MH","171.382558","7.092151"
"Vevchani","MK","20.591565","41.240754"
"코차니","MK","22.408285","41.916805"
"스타로나고리차네","MK","21.828539","42.200220"
"라도비시","MK","22.467888","41.639530"
"Sopishte","MK","21.420136","41.950045"
"Petrovec","MK","21.609432","41.940189"
"Bosilovo","MK","22.731600","41.438986"
"Zrnovci","MK","22.443832","41.854056"
"Gradsko","MK","21.949453","41.575063"
"Lipkovo","MK","21.587074","42.156135"
"Lozovo","MK","21.900083","41.781814"
"Plasnitsa","MK","21.122048","41.471841"
"Arachinovo","MK","21.563974","42.025380"
"Studenichani","MK","21.536396","41.922564"
"레센","MK","21.013254","41.090285"
